# Distance (Ang)      Number Integral (atoms)     RDF (unitless)
0.2 0 0
0.4 0 0
0.6 0 0
0.8 0 0
1 0 0
1.2 0 0
1.4 0 0
1.6 0 0
1.8 0 0
2 0 0
2.2 0 0
2.4 0 0
2.6 0 0
2.8 0 0
3 0 0
3.2 0.022 0.0511266
3.4 0.38 0.73421
3.6 1.412 1.88158
3.8 2.806 2.27432
4 4.192 2.03534
4.2 5.436 1.65297
4.4 6.54 1.33368
4.6 7.54 1.10307
4.8 8.492 0.962662
5 9.404 0.848478
5.2 10.32 0.786679
5.4 11.266 0.752291
5.6 12.278 0.747318
5.8 13.39 0.764555
6 14.646 0.806013
6.2 16.074 0.85729
6.4 17.718 0.925299
6.6 19.604 0.997192
6.8 21.754 1.06993
7 24.144 1.12142
7.2 26.734 1.14776
7.4 29.462 1.14359
7.6 32.298 1.1263
7.8 35.154 1.07609
8 38.04 1.03304
8.2 40.962 0.994915
8.4 43.958 0.971544
8.6 47.012 0.944298
8.8 50.174 0.933259
9 53.482 0.932965
9.2 56.966 0.939887
9.4 60.66 0.95414
9.6 64.598 0.974789
9.8 68.772 0.991041
10 73.196 1.00839
10.2 77.894 1.02885
10.4 82.788 1.03056
10.6 87.89 1.03382
10.8 93.198 1.03574
11 98.646 1.0244
11.2 104.248 1.01574
11.4 110.01 1.0081
11.6 115.902 0.9953
11.8 121.962 0.988982
12 128.19 0.982522
12.2 134.636 0.983575
12.4 141.278 0.980792
12.6 148.158 0.983687
12.8 155.332 0.993672
13 162.73 0.993171
13.2 170.396 0.997966
13.4 178.334 1.00253
13.6 186.548 1.00688
13.8 195.01 1.00721
14 203.772 1.01313
14.2 212.734 1.00706
14.4 221.97 1.00903
14.6 231.406 1.00264
14.8 241.098 1.00201
15 251.004 0.996821
