# Distance (Ang)      Number Integral (atoms)     RDF (unitless)
0.2 0 0
0.4 0 0
0.6 0 0
0.8 0 0
1 0 0
1.2 0 0
1.4 0 0
1.6 0 0
1.8 0 0
2 0 0
2.2 0 0
2.4 0 0
2.6 0 0
2.8 0 0
3 0 0
3.2 0.004 0.0325352
3.4 0.082 0.559887
3.6 0.346 1.68468
3.8 0.748 2.29553
4 1.192 2.28205
4.2 1.63 2.03698
4.4 2.05 1.77583
4.6 2.454 1.55974
4.8 2.85 1.40153
5 3.244 1.28295
5.2 3.646 1.20836
5.4 4.056 1.14116
5.6 4.484 1.10621
5.8 4.934 1.08289
6 5.412 1.07362
6.2 5.922 1.07161
6.4 6.472 1.08346
6.6 7.066 1.09924
6.8 7.706 1.11472
7 8.398 1.13643
7.2 9.142 1.15397
7.4 9.94 1.17084
7.6 10.776 1.16205
7.8 11.652 1.15522
8 12.564 1.14257
8.2 13.512 1.12975
8.4 14.498 1.11909
8.6 15.52 1.10601
8.8 16.58 1.095
9 17.682 1.0878
9.2 18.824 1.07828
9.4 20.012 1.07399
9.6 21.25 1.07257
9.8 22.536 1.06868
10 23.874 1.06743
10.2 25.264 1.06543
10.4 26.712 1.0672
10.6 28.21 1.0624
10.8 29.766 1.06266
11 31.378 1.06088
11.2 33.044 1.05727
11.4 34.766 1.05446
11.6 36.552 1.05595
11.8 38.388 1.04871
12 40.284 1.04689
12.2 42.238 1.04354
12.4 44.252 1.04089
12.6 46.334 1.04188
12.8 48.472 1.03647
13 50.672 1.03372
13.2 52.938 1.03247
13.4 55.27 1.03082
13.6 57.67 1.02968
13.8 60.136 1.02733
14 62.67 1.0255
14.2 65.276 1.02493
14.4 67.95 1.02247
14.6 70.698 1.02198
14.8 73.516 1.01969
15 76.408 1.01856
15.2 79.374 1.01713
15.4 82.426 1.01944
15.6 85.544 1.01478
15.8 88.74 1.01384
16 92.014 1.01262
16.2 95.366 1.01115
16.4 98.804 1.01179
16.6 102.314 1.00809
16.8 105.91 1.0082
17 109.586 1.00638
17.2 113.356 1.00812
17.4 117.204 1.00532
17.6 121.136 1.00392
17.8 125.154 1.00283
18 129.262 1.00251
18.2 133.456 1.001
18.4 137.742 1.00072
18.6 142.126 1.00159
18.8 146.592 0.998615
19 151.15 0.997731
19.2 155.818 1.00052
19.4 160.566 0.996688
19.6 165.41 0.996089
19.8 170.35 0.995308
20 175.39 0.995148
20.2 180.526 0.994023
20.4 185.76 0.993128
20.6 191.098 0.993195
20.8 196.538 0.992709
21 202.082 0.992417
21.2 207.746 0.994768
21.4 213.494 0.990652
21.6 219.348 0.990238
21.8 225.322 0.991995
22 231.39 0.989285
22.2 237.57 0.989391
22.4 243.866 0.989963
22.6 250.264 0.988196
22.8 256.774 0.987855
23 263.408 0.989165
