# Distance (Ang)      Number Integral (atoms)     RDF (unitless)
0.2 0 0
0.4 0 0
0.6 0 0
0.8 0 0
1 0 0
1.2 0 0
1.4 0 0
1.6 0 0
1.8 0 0
2 0 0
2.2 0 0
2.4 0 0
2.6 0 0
2.8 0 0
3 0 0
3.2 0.066 0.119296
3.4 0.816 1.19634
3.6 2.646 2.59508
3.8 4.744 2.66226
4 6.548 2.06047
4.2 7.988 1.48821
4.4 9.17 1.1106
4.6 10.17 0.857942
4.8 11.076 0.71256
5 11.952 0.633878
5.2 12.856 0.603847
5.4 13.852 0.616042
5.6 14.992 0.654766
5.8 16.364 0.733692
6 18.056 0.844518
6.2 20.13 0.968421
6.4 22.616 1.08827
6.6 25.48 1.17779
6.8 28.686 1.2409
7 32.176 1.27365
7.2 35.768 1.23807
7.4 39.346 1.1666
7.6 42.826 1.07494
7.8 46.212 0.992282
8 49.5 0.915395
8.2 52.774 0.867043
8.4 56.122 0.844428
8.6 59.642 0.846523
8.8 63.45 0.874165
9 67.61 0.912534
9.2 72.194 0.961831
9.4 77.264 1.01854
9.6 82.744 1.05505
9.8 88.606 1.08253
10 94.798 1.09774
10.2 101.184 1.08774
10.4 107.74 1.07375
10.6 114.368 1.04459
10.8 121.062 1.01592
11 127.808 0.986587
11.2 134.662 0.966586
11.4 141.622 0.947099
11.6 148.774 0.939669
11.8 156.236 0.947168
12 163.996 0.952164
12.2 172.162 0.969132
12.4 180.78 0.989785
12.6 189.864 1.01019
12.8 199.392 1.02645
13 209.356 1.0404
13.2 219.646 1.04188
13.4 230.176 1.03436
13.6 240.948 1.02701
13.8 251.888 1.0128
