# Distance (Ang)      Number Integral (atoms)     RDF (unitless)
0.2 0 0
0.4 0 0
0.6 0 0
0.8 0 0
1 0 0
1.2 0 0
1.4 0 0
1.6 0 0
1.8 0 0
2 0 0
2.2 0 0
2.4 0 0
2.6 0 0
2.8 0 0
3 0 0
3.2 0.01 0.0325352
3.4 0.206 0.562759
3.6 0.826 1.58258
3.8 1.736 2.07854
4 2.692 1.96544
4.2 3.6 1.68911
4.4 4.444 1.42743
4.6 5.238 1.22617
4.8 6.004 1.08441
5 6.76 0.984683
5.2 7.524 0.918595
5.4 8.326 0.89289
5.6 9.154 0.85602
5.8 10.038 0.850912
6 10.996 0.86069
6.2 12.048 0.884187
6.4 13.214 0.918772
6.6 14.524 0.9697
6.8 15.972 1.00882
7 17.572 1.05104
7.2 19.314 1.08076
7.4 21.176 1.09278
7.6 23.142 1.09311
7.8 25.178 1.07399
8 27.28 1.05337
8.2 29.446 1.03251
8.4 31.68 1.01422
8.6 34.016 1.01121
8.8 36.406 0.987568
9 38.89 0.980799
9.2 41.482 0.978952
9.4 44.216 0.98865
9.6 47.052 0.982811
9.8 50.026 0.988574
10 53.144 0.994988
10.2 56.41 1.00135
10.4 59.828 1.00765
10.6 63.396 1.01219
10.8 67.124 1.01841
11 70.976 1.01402
11.2 74.966 1.01284
11.4 79.124 1.01846
11.6 83.382 1.00699
11.8 87.774 1.00348
12 92.334 1.00713
12.2 97.006 0.998043
12.4 101.826 0.996447
12.6 106.828 1.00125
12.8 111.96 0.99517
13 117.256 0.995375
13.2 122.73 0.997656
13.4 128.372 0.997582
13.6 134.19 0.998447
13.8 140.21 1.00317
14 146.39 1.00041
14.2 152.798 1.0081
14.4 159.34 1.00059
14.6 166.06 0.999662
14.8 172.96 0.998699
15 180.044 0.99799
15.2 187.326 0.998889
15.4 194.788 0.996995
15.6 202.5 1.00398
15.8 210.358 0.997089
16 218.416 0.996906
16.2 226.718 1.00173
16.4 235.182 0.996373
16.6 243.88 0.999248
16.8 252.764 0.996316
17 261.89 0.999376
