# Distance (Ang)      Number Integral (atoms)     RDF (unitless)
0.2 0 0
0.4 0 0
0.6 0 0
0.8 0 0
1 0 0
1.2 0 0
1.4 0 0
1.6 0 0
1.8 0 0
2 0 0
2.2 0 0
2.4 0 0
2.6 0 0
2.8 0 0
3 0 0
3.2 0.014 0.0379576
3.4 0.272 0.61731
3.6 1.072 1.70169
3.8 2.19 2.12803
4 3.344 1.97709
4.2 4.416 1.66183
4.4 5.396 1.3812
4.6 6.306 1.17109
4.8 7.174 1.02401
5 8.026 0.924766
5.2 8.898 0.873706
5.4 9.78 0.818295
5.6 10.71 0.801225
5.8 11.714 0.805349
6 12.816 0.825051
6.2 14.056 0.868496
6.4 15.44 0.908789
6.6 17.004 0.964762
6.8 18.76 1.0195
7 20.714 1.06965
7.2 22.852 1.10537
7.4 25.124 1.11117
7.6 27.496 1.09903
7.8 29.942 1.07521
8 32.482 1.06072
8.2 35.048 1.01932
8.4 37.676 0.994244
8.6 40.382 0.976145
8.8 43.212 0.974481
9 46.124 0.958159
9.2 49.168 0.958052
9.4 52.364 0.963094
9.6 55.726 0.97091
9.8 59.27 0.981702
10 63.006 0.993496
10.2 66.952 1.0082
10.4 71.074 1.01266
10.6 75.38 1.01795
10.8 79.892 1.02715
11 84.534 1.01832
11.2 89.332 1.01496
11.4 94.304 1.01486
11.6 99.394 1.00313
11.8 104.662 1.00302
12 110.062 0.993881
12.2 115.626 0.990492
12.4 121.376 0.990587
12.6 127.304 0.988834
12.8 133.434 0.990578
13 139.8 0.997064
13.2 146.352 0.995102
13.4 153.176 1.00548
13.6 160.164 0.99936
13.8 167.366 1.00011
14 174.788 1.00122
14.2 182.422 1.00081
14.4 190.286 1.00233
14.6 198.362 1.00115
14.8 206.71 1.0069
15 215.224 0.999538
15.2 223.994 1.0025
15.4 232.946 0.996726
15.6 242.156 0.99916
15.8 251.576 0.996071
