# Distance (Ang)      Number Integral (atoms)     RDF (unitless)
0.2 0 0
0.4 0 0
0.6 0 0
0.8 0 0
1 0 0
1.2 0 0
1.4 0 0
1.6 0 0
1.8 0 0
2 0 0
2.2 0 0
2.4 0 0
2.6 0 0
2.8 0 0
3 0 0
3.2 0.034 0.0691373
3.4 0.548 0.922379
3.6 1.922 2.192
3.8 3.656 2.47541
4 5.274 2.07903
4.2 6.656 1.6068
4.4 7.832 1.24308
4.6 8.882 1.01344
4.8 9.838 0.845871
5 10.758 0.748933
5.2 11.686 0.697364
5.4 12.664 0.680523
5.6 13.744 0.697843
5.8 14.966 0.735164
6 16.392 0.800721
6.2 18.078 0.885659
6.4 20.064 0.978068
6.6 22.384 1.07333
6.8 25.014 1.1452
7 27.924 1.19474
7.2 31.03 1.20438
7.4 34.252 1.18184
7.6 37.464 1.11618
7.8 40.654 1.0517
8 43.846 0.999753
8.2 47.016 0.94444
8.4 50.234 0.913095
8.6 53.548 0.896607
8.8 57.022 0.89718
9 60.708 0.909629
9.2 64.674 0.936181
9.4 68.936 0.963248
9.6 73.528 0.994594
9.8 78.484 1.02963
10 83.72 1.04429
10.2 89.23 1.05585
10.4 94.99 1.06131
10.6 100.912 1.04999
10.8 107.008 1.04081
11 113.206 1.01975
11.2 119.524 1.00237
11.4 125.962 0.985576
11.6 132.548 0.97347
11.8 139.332 0.968748
12 146.318 0.964343
12.2 153.606 0.97305
12.4 161.148 0.974482
12.6 169.018 0.984584
12.8 177.23 0.995268
13 185.796 1.00623
13.2 194.692 1.01333
13.4 203.952 1.02331
13.6 213.462 1.02003
13.8 223.258 1.02025
14 233.268 1.01275
14.2 243.526 1.00861
14.4 253.99 1.00029
