# Distance (Ang)      Number Integral (atoms)     RDF (unitless)
0.2 0 0
0.4 0 0
0.6 0 0
0.8 0 0
1 0 0
1.2 0 0
1.4 0 0
1.6 0 0
1.8 0 0
2 0 0
2.2 0 0
2.4 0 0
2.6 0 0
2.8 0 0
3 0 0
3.2 0.008 0.0325352
3.4 0.162 0.55271
3.6 0.66 1.58896
3.8 1.394 2.09568
4 2.186 2.03535
4.2 2.956 1.7905
4.4 3.674 1.51791
4.6 4.354 1.31265
4.8 5.014 1.16794
5 5.666 1.06153
5.2 6.326 0.99194
5.4 7.006 0.946331
5.6 7.718 0.920119
5.8 8.488 0.926475
6 9.304 0.916393
6.2 10.194 0.935037
6.4 11.17 0.961323
6.6 12.244 0.993758
6.8 13.43 1.03286
7 14.734 1.07075
7.2 16.156 1.10279
7.4 17.668 1.10922
7.6 19.26 1.10645
7.8 20.922 1.09588
8 22.644 1.07868
8.2 24.432 1.0654
8.4 26.272 1.04419
8.6 28.178 1.03134
8.8 30.154 1.02063
9 32.206 1.01278
9.2 34.366 1.01974
9.4 36.594 1.00709
9.6 38.92 1.00759
9.8 41.354 1.01134
10 43.918 1.02275
10.2 46.576 1.01867
10.4 49.348 1.02151
10.6 52.236 1.0241
10.8 55.238 1.0251
11 58.354 1.02534
11.2 61.58 1.02363
11.4 64.916 1.0214
11.6 68.372 1.02166
11.8 71.93 1.01616
12 75.602 1.01376
12.2 79.388 1.01097
12.4 83.318 1.01557
12.6 87.346 1.00785
12.8 91.5 1.0069
13 95.804 1.01116
13.2 100.216 1.00513
13.4 104.762 1.00474
13.6 109.468 1.00952
13.8 114.29 1.00442
14 119.252 1.00405
14.2 124.366 1.00566
14.4 129.616 1.00373
14.6 135.01 1.00301
14.8 140.572 1.0063
15 146.258 1.0013
15.2 152.096 1.00102
15.4 158.122 1.00642
15.6 164.264 0.999488
15.8 170.556 0.997978
16 177.01 0.998082
16.2 183.62 0.996968
16.4 190.396 0.99708
16.6 197.336 0.996606
16.8 204.484 1.00204
17 211.764 0.99653
17.2 219.208 0.995283
17.4 226.856 0.999052
17.6 234.646 0.994475
17.8 242.63 0.996338
18 250.772 0.993477
18.2 259.118 0.995988
